asin,rating,review_title,review_text,review_date,year,sentiment,product_title,main_category,price
B012TIU1IG,5.0,Five Stars,Great product and fast service!,2016-04-05 14:42:11.000000000,2016,Positive,"Easy to Read: Indoor Digital Thermometer and Humidity Monitor, 2 Free Batteries, Large Digital Display. Simple Temperature & Relative Humidity Meter",Amazon Home,$21.99
B087WJCW3P,1.0,Use items terrible,This one was mot a good buy I purchased it used and there was more wrong then right with the machine leaking water just trash,2021-07-06 13:38:05.983000040,2021,Negative,"NewAir Nugget Ice Maker, Sonic Speed Countertop Crunchy Ice Pellet Machine 40 lbs. of Ice a Day in Stainless Steel, Self Cleaning Function and BPA-Free Parts - NIM040SS00",Appliances,
B00067YLK2,5.0,Roper fridge Ice maker,Easy to install and fixed my problem. You do have to wait about 12 to 24 hrs for it to start making ice. This is by design. Takes a while for the thermostat to detect that it's cold enough to make ice. Saved a lot of money.,2012-12-10 17:39:57.000000000,2012,Positive,Whirlpool 4317943 Ice Maker Assembly,Tools & Home Improvement,
B07H84PRKT,5.0,Great taste,Expensive but works great.,2019-11-19 05:25:12.390000105,2019,Positive,"GE XWF Refrigerator Water Filter | Certified to Reduce Lead, Sulfer, and 50+ Other Impurities | Replace Every 6 Months for Best Results | Pack of 1",Tools & Home Improvement,$34.85
B06Y24QGGB,5.0,Keurig coffee water filter add on.,It was easy to add to my Keurig coffee machine.<br />The price was reasonable also.,2020-03-18 01:02:04.920000076,2020,Positive,K&J Replacement Keurig Starter Kit for Keurig 1.0 Brewers - Includes Filter Holder And 6-pack of Keurig 1.0 Compatible Water Filters,Amazon Home,$11.42
B00I1IDCEO,5.0,Five Stars,Great for the do it yourself person.,2017-07-04 00:33:50.881999969,2017,Positive,285753A - FACTORY OEM GENUINE WHIRLPOOL KENMORE DIRECT DRIVE WASHER MOTOR COUPLING (This is not a generic aftermarket part),Tools & Home Improvement,
B00LQDGH2A,5.0,"Exact handle, delivered quickly",This very expensive washer door handle was a perfect fit replacement. Amazon delivered within 24 hours. I was amazed that they stocked this obscure part. Amazon’s price was actually a bit cheaper than other online appliance parts suppliers but at $100 this part is overpriced.,2021-08-24 03:45:30.864000082,2021,Positive,GE 134472202 Frigidaire Handle,Tools & Home Improvement,
B07H1FYLZ3,1.0,Low quality,Low quality,2019-11-10 15:59:23.457000017,2019,Negative,Refrigerator Handle Covers Christmas Decorations for Kitchen Appliance Oven Door Handle Xmas Decor Ornaments Snowman Set of 4,Tools & Home Improvement,$12.99
B0042NQRI0,5.0,DIY Hack,Nice. Making it work for a compact Panda washer and dryer.,2019-05-04 12:41:17.931999922,2019,Positive,"Avanti WDB101, Color",Amazon Home,
B076QPN519,4.0,Good investment,"Liked very much, sturdy & easy to view how many eggs I have left",2019-12-13 15:29:59.513000011,2019,Positive,"Mind Reader Egg Holder Refrigerator Storage Container, 12 Egg Tray, Clear",Amazon Home,$13.52
B09NRFYS4M,1.0,Didn't fit properly.,"I ordered it. Then I canceled it. And cancelation went through. After looking at others I reordered it. I went sent and billed for two. When we tried them, they didn't fit properly. Had no time to return them.",2023-02-15 13:43:59.956000090,2023,Negative,"DPD WE03X23881 GE Dryer Lint Filter Assembly, Replacement PS11763056 AP6031713 4476390 EAP11763056",Tools & Home Improvement,$9.79
B00H4F3A88,3.0,Three Stars,Good,2016-01-23 23:49:07.000000000,2016,Neutral,"Ekobrew 100 Count Paper Filter, Compatible In Most Reusable Filters for Keurig and K-Cup - White",Amazon Home,$9.99
B09VT151RF,5.0,Great purchase!,Worked exactly as I needed it to!,2022-07-13 18:07:42.512000083,2022,Positive,"96 Egg Holders for Refrigerator,4 Set Clear Deviled Egg Tray with Lid,Plastic Egg Storage Container,Egg Organizer for Protect and Keep Fresh,24 Egg Tray x 4 Pack",Tools & Home Improvement,$19.99
B093VQVDF6,5.0,Multi position for faucet,Able to wash/rinse all around the sink basin.,2023-03-17 17:48:34.614000082,2023,Positive,"97012248 Range Hood Fan Motor Replacement for Broan 97012248 Hood Fan Motor Assembly by APPLIANCEMATES Replace Part #99080533, 99080492, 17869",Appliances,$19.99
B082PCS1JT,5.0,Good quality product,Good quality &easy to set up and use.,2020-03-08 21:17:21.532000064,2020,Positive,"Northair Portable Automatic Stainless Steel Ice Maker,48lbs/24H,Extra Large Capacity with Clear Operation Control Panel, Countertop Design, High Efficiency Make 3 Size Bullet Shaped Ice, Ice scoop",Appliances,
B07T1L36P3,1.0,Dryer broke in a few months,Dryer broke in a few months and company has been stringing me along for 8 months stating they would fix it soon. They have not. I think they are waiting until the warranty is up.,2022-07-03 14:55:48.892999887,2022,Negative,"Equator Stackable Laundry Center with Front Load Washer and Dryer Unit Including Customizable Cycles, Quiet Mode, and 180-Degree Swinging Doors White",Appliances,$1443.42
B01EZG90A0,4.0,Gave it 4 stars instead of 5 due to small ...,"Gave it 4 stars instead of 5 due to small area of plastic being cracked/chipped off.  It didn't appear to be in a position to compromise performance (I hope), so I installed it anyway.  Worked!  I was able to save my washing machine!",2017-04-28 15:55:19.000000000,2017,Positive,"AP6008663 Washer Drain Pump for Maytag, Admril, Amana Washer LP128, 356780, 21002219, 21002240, 21001873",Tools & Home Improvement,$33.50
B085XZFHDK,5.0,Good part,It matched the original on the washer. Easy swap. Washer had other issues but I recommend this part,2020-07-10 11:24:36.938999891,2020,Positive,"W10006355 1719787 AP6014711 PS11747977 wtw5500xw2 Washing Machine Actuator Replacement for Whirlpool Kenmore May tag, Part kit mvwc200xw3 mvwc360aw0 mvwx700xw1 mvwc425bw0 mvwc400xw4 mvwc360aw0",Tools & Home Improvement,
B07YF9SGBW,5.0,Great ice machine!,Love this! Has saved us money by not getting fast food drinks. A little loud but once one gets used to it it’s not so bad.,2021-04-03 04:06:13.961999893,2021,Positive,GE Profile Opal | Countertop Nugget Ice Maker with Side Tank | Portable Ice Machine with Bluetooth Connectivity | Smart Home Kitchen Essentials | Stainless Steel Finish | Up to 24 lbs. of Ice Per Day,Appliances,
B00H4F3A88,5.0,Five Stars,As described,2016-04-28 01:07:44.000000000,2016,Positive,"Ekobrew 100 Count Paper Filter, Compatible In Most Reusable Filters for Keurig and K-Cup - White",Amazon Home,$9.99
B07PHSW16M,5.0,It solved my problem,Mine were old and these ones worked perfectly,2022-01-14 19:17:40.401000023,2022,Positive,"8268743 Upper Dish rack Wheel for Whirlpool, Kenmore, KitchenAid 4 Pack",Appliances,$9.99
B07N82GT4R,5.0,Did the trick,Did the trick to fix my washing machine.,2019-12-23 14:44:16.246000051,2019,Positive,"WE12M29 Dryer Drum Drive Belt Replace for WE12M22, 137292700, WE120122, WE12M0022, AP4565702, PS3408299, 134163500 Compatible with GE/Hotpoint (About 89-1/2 Inches Length)",Industrial & Scientific,$9.79
B000KKO574,1.0,Arrived damaged,"The product arrived damaged, dirty and unusable.",2021-03-27 11:52:26.848999977,2021,Negative,"Dryer Vent Hood, 3""",Tools & Home Improvement,$7.12
B09CPT1XSF,3.0,Not porcelain. Aluminum.,The drip pans are quite obviously not porcelain.,2022-12-11 00:55:51.022000074,2022,Neutral,5304430149 5304430150 Porcelain Drip Pan Set and MP22YA Electric Range Burner Element Unit Set by SupHomie - Compatible with Frigi-daire Ken-more Range Stove Replaces 318067041 318067051,Tools & Home Improvement,$64.57
B00MGMXDWC,5.0,Great deal!,Perfect fit at a great price and super fast shipping. Very pleased.,2016-07-14 22:50:38.000000000,2016,Positive,"GARP WR51X442 Compatible Replacement for Fits GE, Hotpoint, Kenmore, RCA",Tools & Home Improvement,
B0046X5ZC0,1.0,TERRIBLE! DO NOT BUY IT EVER!!,"After having an ancient Maytag work-horse finally die after more than 30 years of loyal trouble-free service, I assumed that a new eco-friendly Maytag would be fantastic.  How wrong I was! This is the worst washing machine I have ever experienced.  It is a piece of junk!  I can't imagine that Maytag is not ashamed to put its name on a machine that is so bad.  It is unbelievably noisy, downright scary, making very loud sawing, creaking, metallic grinding, clicking, alien noises when it is ""sensing"" and ""locking the lid"" and for every other cycle. Although the bin is very large, you can't put much laundry in it since it has to be evenly ""placed"" around the imaginary non-existent agitator in the center.  It supposedly is eco-friendly and does not need much water, but it sadly does not get the clothes clean. It tangles and can rip the clothes.  It does not spin at all if it has a normal size load as the clothes get wet and become too heavy for it to spin at all. Then you can try to use a special ""drain and spin"" cycle, but that also does not work and it still does not spin. If you put in anything like a quilt, dog beds, small cushion, etc. it does not spin at all or starts banging the tub inside against the sides of the washing machine making the loudest, scariest sounds you have ever heard. I am returning it immediately and now will never buy a Maytag again, since they obviously do not care what garbage they are making and selling. This is truly a sad story of a formerly quality brand name of appliances that is ""Made in America"", but is now just awful quality. Calling it a ""WASHING MACHINE"" is not accurate, since it does not wash or spin clothes. Is it really so hard to design a product that actually works?  PLEASE DO NOT BUY THIS TERRIBLE PRODUCT!  I was duped by the brand name.....don't make the same mistake.",2013-02-02 22:24:43.000000000,2013,Negative,Maytag MVWC400XW Centennial 3.6 Cu. Ft. White Top Load Washer - Energy Star,Appliances,
B07YF9SGBW,5.0,Love it!,Easy to set up and use. I keep mine on a cart so I can move it wherever I want and fill it with filtered water for really pure tasting ice.,2021-07-24 12:56:23.900000095,2021,Positive,GE Profile Opal | Countertop Nugget Ice Maker with Side Tank | Portable Ice Machine with Bluetooth Connectivity | Smart Home Kitchen Essentials | Stainless Steel Finish | Up to 24 lbs. of Ice Per Day,Appliances,
B0000CF3HB,3.0,These are serviceable and get the job done. Simple ...,These are serviceable and get the job done. Simple paper squares that are folded in four.  Might be able to find similar for less.,2016-12-16 17:41:21.000000000,2016,Neutral,"Chemex Natural Coffee Filters, Square, 100ct - Exclusive Packaging",Grocery,$18.99
B01I64L2O4,5.0,High flow rate perfect fit,"Fits Samsung refrigerator perfectly, no need to shut off water, has high flow rate.",2018-03-01 04:55:19.543999910,2018,Positive,"AQUACREST Refrigerator Water Filter, Compatible with Samsung DA29-00003G, DA29-00003B, DA29-00003A, Aqua-Pure Plus, HAFCU1 (Pack of 4)",Tools & Home Improvement,
B072BL12BY,5.0,Surprisingly worked as good as new.,I was apprehensive about this purchase. But the new part is very expensive so I thought I would try to save some money by purchasing a used one. My worries were unfounded. It works flawlessly after I installed it a few months ago. It was clean and packed well. I am very impressed and will buy a used one again if the need arises.,2021-05-06 23:22:00.430999994,2021,Positive,LG AEQ36756918 Ice Maker Assembly,Tools & Home Improvement,
B07QFPKG9V,5.0,stabilized a stacked washer-dryer,"The washer-dryer we bought often received ""it dances across the floor"" complaints.  We put these in during install, and while the stack does shake, it hasn't moved a bit.  We used these on a tile floor.",2020-11-30 21:18:39.118000031,2020,Positive,"Anti Vibration Pads with Tank Tread Grip, 4 Pads + Level - Washer & Dryer Pedestals Fit All Machines - Noise Dampening, Protects Laundry Room Floor - Anti Vibrasion Pads for Washing Machine",Tools & Home Improvement,$24.95
B071WN2J1D,5.0,Came exactly as expected,"Arrived on time, was exactly what I expected. 4 individually packaged filters. I have used one several times and have not needed to replace it yet. I wash it with just warm water and then sit it on the windowsill to dry (sun helps eliminate stains).",2018-08-22 14:46:48.936000109,2018,Positive,"Essential Values 4-Pack Aftermarket Toddy Filter Replacement, Coffee Filters - Reusable Coffee Filters - Compatible Replacement Coffee Filter for Toddy Cold Brew System | Round Coffee Filter",None,
B0042ACZU2,5.0,Filters worked better than the fridge itself,These filters worked great.  Unfortunately I can't say the same for the fridge.,2016-02-13 00:25:50.000000000,2016,Positive,"LG LT700P- 6 Month / 200 Gallon Capacity Replacement Refrigerator Water Filter (NSF42 and NSF53) ADQ36006101, ADQ36006113, ADQ75795103, or AGF80300702 , White , Single",Tools & Home Improvement,$46.74
B014LOFZTQ,5.0,Easy to use,Great did just what I wanted it to do make a carafe of coffee easy to use!,2019-12-25 19:13:52.002000093,2019,Positive,DI ORO - MaxBrew 24K Gold Reusable K-Carafe Filter for Keurig 2.0 - K-Cup Reusable 4-5 Cup Carafe Filter for Keurig 2.0,Amazon Home,$15.97
B07C5ZQGZB,5.0,Five Stars,Dryer works again..,2018-07-03 21:57:16.937000036,2018,Positive,"Whirlpool 341241 Dryer Drum Belt, White",Tools & Home Improvement,$12.58
B00OPAGYK6,5.0,This refrigerator is perfect keeps things cold and just what I was looking ...,This refrigerator is perfect keeps things cold and just what I was looking for to use for overflow.  I would recommend this to everyone.,2016-09-05 14:00:23.000000000,2016,Positive,"Commercial Cool CCR45W Compact Single Door Refrigerator and Freezer, 4.5 Cu. Ft. Mini Fridge, Black",Amazon Home,$229.97
B004DAQDCW,5.0,Perfect,"Perfect fit, received as described. Fast shipping!",2015-01-13 03:01:26.000000000,2015,Positive,ERP WB44T10011 Range Bake Element,Tools & Home Improvement,
B01KJ2FVFW,5.0,Great Coffee Taste,Needed these for my Cuisinart Coffee Maker. Exactly as described. Good to know that in these times we can enjoy the simple pleasures of life. Thanks to K&J for putting the coffee back on point. ❤️,2020-04-19 18:28:52.188999891,2020,Positive,K&J 12-Pack of Cuisinart Compatible Replacement Charcoal Water Filters for Coffee Makers - Fits all Cuisinart and Braun BrewSense Coffee Makers,Amazon Home,$16.80
B07JQFC3ZG,5.0,Great price!,I think it does the job for a much lesser price than the Honeywell filter!,2020-03-08 04:20:04.496000051,2020,Positive,"2 Pack HAC-504 Replacement Humidifier Wicking Filters Compatible with Honeywell HAC-504, HAC-504AW, HAC504V1, HCM350, HCM-350W, HCM-300T, HCM-315T, HCM-600, HCM-710, Filter A",Baby,$15.66
B00ZYDKI1Y,1.0,Not the Same Filter as Three Times Before,"This was the fourth time I ordered these filters.  I generally buy them in advance of the current filter needing to be replaced. By the time I put one of these new filters into service I missed the return window for full refund. That was important because it turns out that both of the new filters were letting air in at the connection causing an obnoxiously loud rattling noise coming from the back of my refrigerator.  I tried everything I could think of to get these to work, and it ultimately took buying an Overbest filter to prove that it was these filters causing the problem and not my refrigerator.  I obviously will not buy these again.  It's Overbest for me from here on out.",2022-03-17 16:01:48.769000053,2022,Negative,"ICEPURE UKF8001 Replacement for Whirlpool Filter 4, Everydrop EDR4RXD1, FMM-2 Maytag UKF8001AXX-200 9084 4396395 MPF15090 WF-UKF8001,WF295,SGF-M9,Puriclean II,RWF0900A Refrigerator Water Filter,2PACK",Tools & Home Improvement,$22.99
B01J0I0TQM,5.0,Five Stars,A LITTLE NOISY AT FIRST BUT DOING ITS THING,2017-10-16 19:14:29.072000027,2017,Positive,"Mist DA29-00020B Water Filter Replacement. Compatible with Samsung: DA29-00020B-1, DA29-00020B, Haf-Cin/Exp, RF263BEAESR, RF28HMEDBSR, RF4287HARS, RF28JBEDBSG, Many More Samsung Models, 1 Pack",Appliances,$13.99
B079ZSVSJ4,1.0,Was supposed to fit my model and did not,I read very carefully and used the model number off my unit and this shows up used and didn’t even match my unit. Very disappointed as now I had to buy a new washing machine,2022-10-06 14:45:42.365999937,2022,Negative,LG EBR78534503,Tools & Home Improvement,$269.98
B00UXG4WR8,5.0,Five Stars,The only filter we use,2015-08-23 11:24:05.000000000,2015,Positive,"everydrop by Whirlpool Ice and Water Refrigerator Filter 1, EDR1RXD1, Single-Pack , Purple",Appliances,$53.99
B01G5GB2NQ,5.0,Nice ice maker.  Flawless performance!,"My refrigerator is not near a water line so making ice must be done with ice cube trays or an ice making machine.  This ice machine reliably cranks out ice for home use.  By no means is this made for commercial use but to fill several glasses of ice for a meal, with more left over, it's great.  I have only used the small setting which seems to fit glasses well.  Of course, you can always bag ice ahead of time and keep it in your freezer for occassions where you'll need a several bags.  The chamber where the ice is kept is insulated but not refrigerated so the ice will eventually melt.  However the water reservoir is below the vented ice basket so the water simply refreezes into more ice.  It comes with a perfectly usable white plastic scoop but I bought a metal scoop because I liked the design.<br /><br />Pros:<br />Preforms as advertised.<br />Quiet except for the occasional sound of ice dropping in the basket.<br /><br />Cons:<br />This unit is fairly big and takes up a good bit of kitchen counter real-estate.<br />While fine for my use, and I would guess most households, it may not produce enough ice for some.<br />I wish the price were a little lower.",2017-05-20 12:02:40.000000000,2017,Positive,"Ice Machine - Portable, Counter Top Ice Maker Machine TG22 - Produces 26 lbs Of Ice Per 24 Hours - Stainless Steel - Top Rated Ice Maker For Countertop use By ThinkGizmos (trademark protected)",Appliances,
B07N7SGP83,5.0,It’s a fan,Worked great fit perfect fridge is running cool again,2019-09-19 04:15:31.301000118,2019,Positive,Condenser Fan Motor for Refrigerator Replaces DA31-00103A AP4140906 IS-27210SCD6A PS4138348,Tools & Home Improvement,$17.99
B00UB607BA,5.0,Five Stars,Excellent OEM product.,2017-07-15 21:35:00.397000074,2017,Positive,Samsung DD61-00245A Dishwasher Door Spring,Tools & Home Improvement,$41.91
B073DJT978,4.0,I updated my review.,"The control board lasted just five weeks. I thought the control panel I bought had gone bad. I was getting an error code ""PF"". I opened the control panel and found water in the box. After cleaning and drying the whole control panel and cleaning the dishwasher gasket, the dishwasher is working again.",2019-11-07 14:58:29.270999908,2019,Positive,Frigidaire 530450782 Control Board,Tools & Home Improvement,
B007PNX1AG,4.0,Four Stars,great still in box project on hold,2018-06-07 10:36:14.539999962,2018,Positive,EdgeStar 148 Can Stainless Steel Beverage Cooler,Appliances,$949.00
B07H1FYLZ3,5.0,Value for money,Good quality material,2021-12-17 04:52:58.341000080,2021,Positive,Refrigerator Handle Covers Christmas Decorations for Kitchen Appliance Oven Door Handle Xmas Decor Ornaments Snowman Set of 4,Tools & Home Improvement,$12.99
B07KTTQ3TF,5.0,Easy fix,The item was just what I needed to fix my dryer and save me $100s on a repairman.,2023-03-10 15:02:57.421000004,2023,Positive,SUMNEW 3387134 High-Limit Thermostat 3392519 Dryer Thermal Fuse 3977393 Cut-Off Switch 3977767 Cycling Thermostat Compatible with Whirlpool Kenmore maytag Replaces Parts 3399693 PS345113 AP6008325,Amazon Home,$12.99
B000DLB2FI,4.0,"Does what it is supposed to, still prefer Kcups",This filter is perfect for those that want to buy there own coffee. We prefer to use the KCups as they are easier and there is no clean up. Also my husband says that the coffee tastes better with the KCups rather than the reusable filter. (That may just be in his head though.),2013-10-24 17:40:16.000000000,2013,Positive,Keurig My K-Cup Reusable Coffee Filter - Old Model,Amazon Home,$19.25
B07B9PP9RY,1.0,Not great,This is NOT for gas cooktops. The gas gets under them and makes a huge flame.,2020-09-05 16:13:50.257999896,2020,Negative,"Stove Burner Covers - Gas Stove Protectors Black 0.2mm Double Thickness, Reusable, Non-Stick, Fast Clean Liners for Kitchen/Cooking. Size 10.6"" x 10.6"" BPA Free(8 Packs)",Appliances,$9.99
B082G2ZT81,5.0,I recommend,Now the clothes dry,2021-05-04 13:36:47.878000021,2021,Positive,3392519 Dryer Thermal Fuse 3387134 High-Limit Thermostat 3977393 Cut-Off Switch 3977767 Dryer Thermostat for Whirlpool Kenmore Maytag KitchenAid Dryer Replaces Parts 3399693 PS345113 AP6008325,Appliances,$11.99
B01MFGQV49,1.0,One Star,about 10 degrees off.,2018-01-15 20:58:01.546000004,2018,Negative,Vitoki LCD Digital Window Thermometer Hygrometer Indoor/Outdoor Temperature Humidity Meter,Tools & Home Improvement,
B00067YLK2,5.0,easy fix,"When my ice maker started leaking I checked with the OEM for a new one and what it takes to replace it. The replacement procedure was quick and easy.<br />Buy luck I happened to check on Amazon, and there was the kit I needed for about seventy five percent less than from the dealer, made by the the same OEM and delivered to the door. Replacement was so fast and easy I thought I might have missed something. Works great.",2012-02-29 16:48:47.000000000,2012,Positive,Whirlpool 4317943 Ice Maker Assembly,Tools & Home Improvement,
B07GVF47HQ,5.0,you can fix it !,"great price , exactly what I needed. ez fix .",2019-10-21 00:35:24.756999969,2019,Positive,Ansoon 312959 Clothes Dryer Drive Drum Belt Compatible for Maytag Dryers Replaces PS11757542 AP6024192 ER312959 WPY312959VP,Tools & Home Improvement,$10.99
B07FY9D2WF,5.0,Perfect fit,Perfect fit,2019-10-20 07:57:44.019000053,2019,Positive,"𝟐𝟎𝟐𝟑 𝙐𝗽𝒈𝒓𝒂𝒅𝒆𝒅 3204267 Dryer High-Limit Thermostat for Compatible with Frigidaire Clothes Dryer,AP2131477 Safety Thermostat Replace 508516 AH446428 EA446428 PS446428 by Ketofa",Amazon Home,$11.99
B0799Q45TT,5.0,Awesome small washer,This washer works just as good as a regular size one and the price is right on point.  It fits about a medium size load and is really quiet.  It is seriously perfect for me I do laundry everyday anyway this just makes it faster and easier for me.,2022-06-08 18:14:53.052000046,2022,Positive,"BLACK+DECKER Small Portable Washer, Washing Machine for Household Use, Portable Washer 0.9 Cu. Ft. with 5 Cycles, Transparent Lid & LED Display",Appliances,$245.55
B08V1243HV,5.0,Good quality,The support rollers are ball bearing. I wish all were made this way,2021-05-03 22:23:00.117000103,2021,Positive,Upgraded Dryer Repair Kit Replacement for Kenmore & LG Dryer Parts Includes 4581EL2002C Dryer Drum Roller Assembly 4400EL2001F Drive Belt and 4561EL3002A Idler Pulley,Industrial & Scientific,$26.99
B00MOCOIIW,3.0,"Meh. Nice look and feel, but it doesnt fit well in the older stoves that originally had plastic (metallic) knobs.","As others have stated, the replacement is smaller than the plastic knobs that originally came with the stove.  The price is insane for metal or plastic but you cant really live without them.  I would love to replace all the knobs , but not worth the expense.",2016-05-13 23:12:59.000000000,2016,Neutral,GE Appliances WB03K10266 Range Surface Burner Knob,Tools & Home Improvement,$80.75
B00MQ86N32,5.0,Happy,"Bought this wallet for my boyfriend,  came a day early so that's good . Seems really durable not like it will fall apart after a couple uses , he did take the ID slot out . He really likes it and it's about time he has a wallet instead of leaving his money on our bedside table lol . Overall we're both happy we didn't get screwed over. If your having second thoughts on buying I say go for it",2015-03-28 17:48:59.000000000,2015,Positive,12.4Lbs Capacity Full-Automatic Washer Machine-Charger Lightning Cable,Appliances,
B07CDCVFXV,5.0,Your stoves best freind,"I purchase this product often, it’s very reliable, it keeps my stove clean, and protects it from spills, boil overs etc. I try to never run out. They last a while when used. And they make my stove look so good. I highly recommend this product!!",2020-08-12 21:56:18.296000004,2020,Positive,"Sunny Town Stove Burner Covers- Reusable Gas Range Protectors,Non-stick Stovetop Burner Liner Cover-Size 10.6""x 10.6""-Double Thickness 0.2mm,BPA Free, Heat-resistant,8 Black Pack",Tools & Home Improvement,
B07FQTM8J2,5.0,Great for Stereo,"I used these on the floor under the vibration-dampening board holding my tube amp. They worked well for absorbing floor resonance and standing waves. They don't squash down to nothing like most dampening feet used under your components, and compared to other audiophile products, they are much sturdier and more reasonably priced",2019-07-21 16:36:57.464999914,2019,Positive,"Anti-Vibration Laundry Machine Pads (4 PK)- Works Best For Any Washer & Dryer Machine, Extremely Durable Rubber – Anti-Walk, Noise Reducing, Shake Free, & Shock Absorbing Pads By Essential Values",Tools & Home Improvement,
B07D78N9PH,5.0,What?,Thank you,2022-01-19 19:54:51.875000000,2022,Positive,"AQUA CREST 5231JA2002A Refrigerator Water Filter, Replacement for LG® LT500P®, ADQ72910911, ADQ72910901, ADQ72910907, Kenmore 9890, 46-9890, GEN11042FR-08, Pack of 3",Amazon Home,$32.99
B0121CFQ4E,5.0,Five Stars,excellent product,2017-01-09 16:58:16.000000000,2017,Positive,"Fette Filter - Refrigerator Compatible Air Filter Compatible with W10311524 AIR1 2319308, W10335147, W10335147A, W10335147, W10315189, 1876318, AIR1, AP4538127, AH2580853, EA25808. Pack of 2",Tools & Home Improvement,
B00GS322HM,3.0,Three Stars,"The drip tray was fine, just the wrong size.",2018-08-06 01:27:18.282999992,2018,Neutral,316048413 - Westinghouse Aftermarket Replacement Stove Range Oven Drip Bowl Pan,Tools & Home Improvement,
B07B94ZR74,5.0,The Best Thing I Ever Bought,"I can believe I have been going to the laundromat unnecessarily when this product existed. This washing machine washed  many small loads very clean in the 15 minutes allotted. Please note that  heavy clothing like jeans, towels, and sweaters must be spun 3 times to come out as dry as possible. The only fault I find with this product is it has to be on a platform to drain effectively. I place mine on a stepper with a yoga mat to absorb the vibration. I definitely recommend this product.",2022-06-20 23:30:08.178999901,2022,Positive,"SUPER DEAL Compact Mini Twin Tub Washing Machine, Portable Laundry Washer w/Wash and Spin Cycle Combo, Built-in Gravity Drain, 13lbs Capacity for Camping, Apartments, Dorms, College Rooms, RV’s and more",Appliances,$89.99
B07H9WGYD8,5.0,More durable!,No longer should anyone have to worry about the knob cracking in the back. The protecting ring around the back will give you much more piece of mind than the traditional product.,2019-09-17 16:29:09.815000057,2019,Positive,BlueStars WE1M652 Dryer Timer Control Knob with Metal Ring Replacement Part Exact Fit for Hotpoint Kenmore GE Dryers - Replaces 1264289 AP3995164 PS1482196 AH1482196 - Pack of 3,Appliances,$9.99
B07W7Z1C1Y,5.0,Make sure its right,You can look at your old motor for part number this one matched right up with everything,2021-08-22 22:28:29.338000059,2021,Positive,2315539 Refrigerator Evaporator Fan Motor Compatible with Whirlpool Kenmore Refrigerator Replaces wp2315539 2219689 2225625 W10438708 WP2315539VP AP6007247 PS11740359,Appliances,$17.39
B000LQHCJK,5.0,Smart..,"Bought for use with &#34;Road Pro&#34; Portable Stove...Simple , Smart..",2016-06-03 02:41:06.000000000,2016,Positive,RoadPro Aluminum Pans for the 12V Portable Stove - Pack of 3,Amazon Home,$9.42
B0784NHYLL,5.0,Five Stars,Works great.,2018-05-20 17:56:55.966000080,2018,Positive,Transer Cute Star Shape Lamp Small Night Light Bedroom Decor Gift (White),Appliances,
B072Z89BGQ,5.0,Quick delivery and working parts.,I am completely satisfied with the service and parts.<br />After installation the dryer works properly.,2018-04-11 11:12:32.769000053,2018,Positive,3387134 & 3392519 Dryer Cycling Thermostat & Thermal Fuse Replacement Part by BlueStars - Exact fit for Whirlpool & Kenmore Dryers - Replaces PS11741405 3387139 80005 PS11741460 3388651,Amazon Home,$8.29
B07CHZZ436,5.0,easy fix,"was so frustrated at my element burning out and thought it would be a repair man I would have to pay.<br />Order this from Amazon, super easy to install. my oven works great!!!!",2020-11-20 06:08:56.148999929,2020,Positive,PRYSM Bake Element Replaces WB44T10011,Tools & Home Improvement,$31.99
B0BRPQ73K7,1.0,"Not good better pay more for the original , this one leaks water inside the fridge",Product doesn't fit in the filter hole and it leaks,2023-02-20 19:20:03.359999895,2023,Negative,Suitable for Puresource Ultra II Water Compatible with WA07-EPTWFU01-3 Packs,Amazon Home,
B0797NT6QP,5.0,Awesome,Awesome,2019-03-23 02:00:54.994999886,2019,Positive,"3387747 Dryer Heating Element Replacement Compatible with Kenmore, Whirlpool, Maytag, KitchenAid AP6008281, WP3387747, 80003, W11045584, W11344457, WP3387747VP",Appliances,$38.50
B08C9PBHC6,5.0,Great,Great,2022-07-31 18:06:42.766999960,2022,Positive,8193983 Spinner Kit Fit for Whirlpool Ken-more Dishwasher Replaces AP3775842 1059750 8557720 PS972316 by Sikawai,Tools & Home Improvement,$8.99
B07FP1GMS9,5.0,"Perfect fit, easy install",Two 1/4” bolts to loosen to take old motor off. Two 1/4” bolts to tighten and it was on the mounting plate. One more 1/4” screw and it it was back in place in the ceiling. Took 5 minutes including the time to set up the ladder and find a knife to open the package. Fan no longer sounds like a box of rocks. Would buy again!,2018-11-01 19:56:30.187999964,2018,Positive,"Endurance Pro 97012038 Replacement for Broan Ventilation Fan Motor & Blower Wheel, White",Tools & Home Improvement,$23.91
B082KCRFJM,4.0,Very handy,"I've attempted to brew 5 cups of coffee so far.  I've discovered that a finely ground Thai coffee I have will clog up the pours.  It was a spit worth of coffee in my mug.  A rough medium grind Oaxacan coffee I have brews nicely but very mild and light.  I tried Yuban with a standard factory American drip grind and found that while it brews nice, still a bit light.  Both of these had less foam than a regular Nespresso pod produced.  I will be trying other coffees and grinds.....hmm, might have to get a coffee grinder.  I am happy with this gizmo as the coffee cost will be substantially lower that from the company and it brews a decent cup of coffee.",2020-05-05 18:23:53.497999907,2020,Positive,"CAPMESSO Coffee Capsule, Reusable Coffee Pod Stainless Steel Refillable Capsules Compatible with Vertuoline GCA1 and Delonghi ENV135S(8OZ- The Newest Version)",Amazon Home,
